1,1,149,1
2,2,225,2
2,3,150,1
1,4,89,2
2,5,80,2
2,6,200,2
1,7,60,1
2,8,79,1
2,9,79,1
2,10,150,2
2,9,135,2
2,8,85,1
1,11,89,1
2,9,85,1
2,12,120,2
1,13,140,2
1,14,215,2
2,15,140,1
1,16,99,2
2,5,190,2
1,13,299,2
1,17,130,1
1,17,80,1
1,17,110,1
1,7,120,2
1,18,60,1
2,19,80,1
2,8,150,2
2,19,44,1
2,20,180,2
2,3,50,1
2,3,52,1
1,21,55,1
2,3,50,1
1,7,70,1
1,11,89,1
1,7,35,1
1,22,85,2
1,23,150,1
2,24,40,3
2,20,68,1
1,11,120,2
1,14,120,1
2,9,135,1
2,3,150,2
1,25,150,2
3,26,130,1
1,7,110,2
1,7,115,2
1,14,80,1
1,7,80,1
2,9,151,2
1,13,228,2
1,21,144,2
2,27,200,2
1,13,150,2
2,24,110,1
2,8,69,1
1,21,49,1
2,28,180,2
1,13,80,1
2,15,375,2
2,29,250,2
1,30,200,2
1,4,55,1
2,8,52,1
1,17,225,2
2,20,80,1
1,13,275,2
2,20,99,1
2,5,225,2
2,20,230,2
2,8,51,1
2,31,65,1
1,4,105,1
2,20,190,2
2,29,200,1
3,32,70,1
1,14,95,1
2,15,150,1
1,13,145,1
2,3,110,2
2,24,285,2
1,23,130,2
2,24,94,1
1,33,800,2
1,13,105,2
2,20,60,1
2,20,50,1
1,13,85,1
1,22,65,1
1,30,131,2
1,4,98,1
1,30,250,2
1,13,100,2
1,22,105,2
2,9,140,2
2,3,89,1
2,15,98,1
1,7,125,2
2,3,60,1
1,34,175,2
2,31,65,1
2,12,500,2
1,13,101,1
1,17,220,2
1,7,125,2
1,13,80,2
2,3,100,1
1,35,200,2
2,8,59,1
1,4,125,1
2,20,140,2
1,11,120,2
2,20,350,2
2,27,199,2
1,13,325,2
2,9,235,2
2,20,225,2
1,11,99,1
2,3,170,2
1,11,400,2
2,9,170,2
2,20,100,2
1,25,75,1
1,13,90,1
2,29,150,2
2,31,85,1
1,7,70,1
2,3,120,2
1,4,89,1
2,20,185,2
1,21,50,1
2,24,105,2
2,8,130,1
2,12,115,2
1,36,77,1
1,4,76,1
1,7,125,2
1,4,135,1
1,21,250,2
1,13,199,2
1,37,140,2
3,38,140,1
1,7,115,2
1,13,160,2
1,13,195,2
2,20,195,2
1,13,80,1
1,14,44,1
2,12,156,1
1,30,85,1
1,13,125,1
1,30,115,2
2,5,69,1
2,12,225,2
1,13,125,2
2,29,219,2
1,39,475,2
2,29,99,2
1,13,69,1
3,40,79,1
1,7,135,2
1,41,250,1
2,29,250,2
1,35,250,2
2,3,80,2
1,4,70,1
1,34,165,2
4,42,70,1
1,22,50,1
5,43,40,1
1,13,150,2
2,20,125,1
2,44,196,2
1,14,110,1
2,12,170,2
2,3,165,2
2,12,150,2
2,3,100,2
1,14,65,1
3,45,350,2
2,46,99,1
1,13,200,2
1,17,150,2
1,7,90,1
1,30,120,1
2,29,75,1
1,7,175,2
2,15,125,2
2,8,275,2
2,24,299,2
1,11,135,2
2,29,130,1
2,24,83,1
2,15,123,1
3,47,55,1
2,8,195,2
1,7,80,1
3,48,98,2
3,45,140,1
3,48,265,2
1,13,249,2
2,8,105,3
2,3,200,1
1,30,100,1
2,3,121,2
5,43,45,1
2,5,100,1
1,13,140,2
1,7,71,1
2,49,130,1
2,12,199,2
1,13,69,1
1,14,68,1
2,20,130,2
1,21,195,2
2,3,64,1
3,50,140,2
1,37,159,2
2,20,189,2
2,8,250,2
2,20,239,2
2,51,305,2
2,3,155,2
2,3,60,1
1,18,135,1
2,52,120,1
2,24,150,2
3,45,140,2
1,21,135,2
2,10,250,2
2,2,250,2
2,28,500,2
2,53,225,2
2,5,125,2
2,3,92,1
2,3,175,1
2,20,99,2
2,9,195,2
2,5,140,2
2,54,135,2
2,15,500,2
2,3,80,1
2,10,120,1
2,2,110,2
1,55,65,2
2,20,130,2
1,22,99,2
4,56,36,1
4,56,37,1
4,56,37,1
2,20,175,2
2,15,205,2
1,21,285,2
1,13,59,1
4,56,36,1
3,57,99,2
1,1,39,1
1,17,60,1
5,58,90,1
5,59,105,2
1,7,135,2
2,20,390,2
1,7,70,1
2,19,75,1
1,13,60,1
2,20,200,2
1,16,100,1
1,7,70,1
1,16,110,1
1,16,60,1
2,54,90,2
2,20,68,1
2,9,115,2
1,7,75,1
1,13,60,1
2,20,129,2
1,13,130,2
1,13,95,2
2,3,75,1
1,17,175,2
1,34,190,2
1,16,49,1
2,20,212,2
2,24,95,1
1,13,140,2
2,3,135,2
1,17,150,2
1,35,190,2
2,5,124,2
1,13,135,2
2,46,122,1
2,9,109,1
2,3,85,1
1,7,145,2
2,9,195,2
1,34,250,2
1,21,125,1
2,54,575,2
2,9,150,2
1,22,70,1
2,19,90,1
2,20,65,1
2,20,500,2
2,31,250,2
2,10,125,2
2,12,200,2
1,21,229,2
5,60,90,2
2,9,110,2
1,21,59,1
1,13,195,2
1,13,169,2
2,5,113,2
2,3,250,2
3,57,115,2
1,21,55,1
1,13,69,1
2,24,150,2
1,11,169,2
1,21,179,1
2,8,150,1
1,39,135,2
1,4,350,2
1,13,120,1
2,20,71,1
1,21,349,1
1,21,349,1
1,17,165,2
1,21,249,1
1,33,100,1
1,33,200,2
2,20,169,2
1,7,185,2
1,22,65,2
1,14,130,2
1,13,199,2
2,20,225,2
1,21,179,1
1,16,150,2
2,20,139,2
2,61,95,1
1,16,79,2
2,24,150,2
1,4,650,2
1,7,90,2
1,7,120,2
3,57,80,1
1,16,100,2
1,7,175,2
1,16,120,2
1,13,140,2
1,7,200,2
1,4,165,1
2,27,125,2
2,15,130,2
2,5,65,3
1,14,123,2
2,31,67,1
3,62,50,1
1,35,130,2
1,13,100,1
2,9,212,2
1,13,190,2
1,21,599,1
2,20,249,2
3,63,70,1
1,16,100,2
2,3,60,1
1,7,135,2
1,21,175,2
2,9,120,2
2,2,169,2
1,16,165,2
2,3,90,1
2,29,225,2
1,14,95,1
1,16,55,1
2,8,85,1
1,11,199,2
2,24,211,2
2,2,145,2
2,3,65,1
2,3,99,2
3,57,110,2
1,16,80,2
1,33,150,2
1,7,110,2
2,15,290,1
2,20,87,1
1,13,190,2
1,13,200,2
1,17,165,2
2,3,110,2
2,20,395,2
1,7,99,1
1,1,39,1
2,20,189,2
2,9,85,1
1,35,260,2
2,3,122,2
1,21,165,2
3,64,97,2
2,12,170,2
1,13,125,2
2,65,130,1
1,13,225,2
1,55,50,1
1,14,170,2
2,15,132,2
1,17,250,2
1,21,141,2
1,16,64,2
1,13,249,2
1,16,79,1
2,20,185,2
1,39,120,2
1,17,495,2
2,66,375,2
2,66,175,2
2,20,150,2
2,3,259,2
2,20,96,1
1,13,145,2
2,15,200,2
2,9,95,2
1,18,250,2
2,3,295,2
2,53,175,2
1,13,451,2
2,9,165,2
2,29,250,2
5,67,77,2
2,24,250,2
3,57,129,2
1,13,98,1
1,17,150,2
2,20,95,1
2,3,55,1
2,3,300,2
3,40,42,1
1,21,125,2
2,20,175,1
2,3,75,1
1,13,255,2
1,7,72,2
1,7,165,1
1,13,165,2
1,4,75,1
1,21,130,2
1,13,139,2
1,7,88,1
1,7,80,1
2,15,150,1
2,9,200,2
2,20,200,2
3,40,42,1
1,13,90,1
2,3,295,2
1,13,450,2
1,16,130,2
1,13,89,1
2,3,198,2
2,20,99,2
1,21,46,1
2,28,140,1
1,34,500,2
2,46,75,1
3,40,33,1
2,9,250,2
1,22,60,1
2,31,75,1
1,34,350,2
2,15,205,2
1,17,219,2
1,17,60,1
2,9,185,2
2,20,190,2
1,11,105,2
2,5,250,2
2,9,175,2
2,3,65,1
1,7,75,2
5,68,37,1
1,13,85,2
1,69,106,2
2,5,79,2
1,14,85,1
2,3,170,1
2,24,115,1
2,3,89,1
2,3,49,3
1,21,91,1
2,70,400,2
1,22,150,2
2,9,2000,2
1,16,97,2
2,20,100,1
1,13,179,2
1,21,500,2
2,15,429,2
2,27,189,2
2,24,120,1
2,66,300,2
3,57,107,2
3,57,95,2
2,3,199,2
2,5,120,2
2,12,199,2
5,71,125,2
1,13,70,1
1,13,75,1
2,12,100,1
1,7,99,2
2,15,250,2
1,13,350,2
1,30,170,2
2,20,165,2
2,8,99,1
2,15,255,1
1,72,169,2
1,16,99,2
2,29,169,2
1,7,160,2
1,30,215,2
1,17,130,2
2,20,110,1
2,8,150,1
1,13,65,1
3,40,75,1
2,15,149,2
2,9,89,1
2,31,50,1
1,25,43,1
1,25,42,1
1,13,85,1
1,7,139,2
1,17,105,1
1,17,265,2
2,8,149,2
2,3,68,1
1,7,99,2
2,3,75,1
1,13,100,1
2,29,90,3
2,20,160,2
1,17,190,2
1,7,67,1
2,29,190,2
1,4,248,2
1,13,100,1
2,10,95,1
2,73,150,1
1,7,145,2
1,22,41,1
1,13,120,2
5,74,50,1
1,14,157,2
1,13,195,2
1,75,70,2
1,13,185,2
1,7,145,2
3,40,50,1
1,21,185,2
2,20,250,2
2,12,80,1
2,73,230,2
1,35,100,2
1,22,40,1
2,24,200,1
4,77,80,1
1,7,79,1
3,26,95,2
2,9,300,2
1,78,100,2
2,3,80,1
1,79,110,2
1,4,172,2
2,24,199,2
2,24,199,2
2,3,100,1
2,3,55,1
1,7,75,1
2,20,146,2
2,49,250,1
1,21,116,2
2,80,150,1
1,17,120,1
2,15,199,2
1,30,150,2
2,3,69,1
2,3,300,1
1,39,230,2
2,2,125,2
1,7,79,1
1,14,130,1
1,4,239,1
4,81,75,2
1,13,220,2
1,7,80,2
2,20,288,2
1,7,135,2
2,12,225,2
2,10,110,1
1,7,100,2
2,8,130,1
2,20,89,1
1,82,200,2
1,7,80,2
5,83,50,1
2,5,135,2
2,20,90,1
2,28,270,1
1,7,110,2
2,5,145,2
2,8,179,2
3,45,55,1
2,2,110,1
2,3,325,2
3,26,75,1
1,11,300,2
2,12,130,1
2,2,190,2
2,24,200,2
1,13,180,2
1,41,350,2
2,20,160,2
2,27,195,2
2,53,241,2
2,10,300,2
3,50,75,2
2,24,100,2
2,70,399,2
1,14,85,1
1,25,80,2
1,30,55,1
1,4,438,1
1,7,110,2
2,12,200,2
1,4,279,1
1,13,137,2
1,7,280,2
1,13,199,2
2,19,71,1
5,60,42,1
1,7,180,2
2,15,226,2
1,16,85,1
2,70,135,2
3,76,79,2
2,24,154,2
1,21,199,2
2,12,700,2
2,12,246,2
2,31,125,1
1,7,100,1
1,13,295,2
1,16,150,1
2,10,119,2
2,3,125,1
2,3,400,2
2,53,850,2
1,13,129,1
2,9,140,1
2,10,115,1
2,5,200,2
1,82,96,2
1,21,199,2
1,21,199,2
1,21,199,2
1,84,69,1
2,9,185,2
2,3,81,1
1,21,199,2
1,21,199,2
1,21,199,2
1,21,199,2
1,21,199,2
1,21,349,1
1,21,249,1
1,21,299,1
1,21,179,1
3,85,54,1
1,21,599,1
1,4,110,2
1,22,220,2
1,13,89,1
1,7,170,2
2,66,495,2
3,40,80,2
2,15,760,2
1,37,98,1
1,7,125,2
1,86,48,1
1,13,64,1
1,4,154,2
1,17,139,2
3,87,75,1
2,12,325,2
2,15,195,2
2,3,58,1
4,88,250,2
4,88,50,1
4,88,125,2
1,14,70,2
2,29,189,2
1,7,130,2
2,12,145,2
2,44,101,1
2,15,95,1
2,12,375,2
2,24,153,2
1,55,92,2
2,24,80,1
2,12,300,2
1,14,145,2
2,20,88,1
2,3,155,2
1,13,185,2
3,40,73,1
2,9,225,2
2,46,85,1
1,16,99,1
1,86,48,1
2,73,200,2
2,29,485,2
2,66,310,2
1,13,110,2
2,9,109,2
2,9,167,2
1,14,147,2
2,15,220,2
2,24,195,2
2,54,199,2
2,44,65,1
3,89,55,1
5,90,50,1
1,1,60,1
2,5,99,1
2,3,130,2
1,13,290,2
2,15,350,2
1,16,50,1
3,26,96,1
1,22,45,1
3,32,85,1
1,7,34,1
2,20,250,2
1,13,190,1
1,13,75,1
1,25,93,2
1,7,60,1
1,7,65,1
2,2,125,2
2,29,300,2
2,53,150,2
2,31,56,2
2,20,299,2
1,21,60,1
1,14,88,2
1,13,60,1
2,12,1300,2
2,5,200,1
2,3,99,1
1,22,110,2
1,4,135,2
2,29,110,2
1,7,165,2
1,82,127,2
1,30,402,2
2,3,85,1
1,21,75,1
2,20,139,2
1,25,70,2
2,5,50,1
3,57,30,1
2,12,250,2
1,16,64,1
2,3,300,2
1,7,800,2
1,7,100,2
1,16,250,2
2,12,200,2
1,21,140,2
2,3,130,1
1,1,90,2
2,10,90,2
1,7,97,1
1,35,91,2
1,17,125,1
1,86,75,1
2,20,180,2
1,13,300,2
1,13,100,2
2,8,175,2
1,11,65,1
2,12,240,2
2,20,300,1
2,15,385,2
1,22,47,1
1,16,110,2
2,3,75,1
1,7,100,2
2,8,165,2
1,7,300,2
1,37,140,2
1,13,120,2
1,14,175,2
1,34,275,2
2,20,179,2
1,34,189,2
2,20,219,2
2,12,450,2
2,28,249,2
3,26,65,1
1,21,250,2
2,10,139,2
2,9,209,2
1,16,120,2
3,57,70,2
2,12,90,1
2,8,199,2
1,22,50,1
1,16,100,2
2,3,110,2
1,13,157,2
1,21,199,2
3,57,192,2
1,21,199,2
2,9,150,2
1,21,199,2
1,21,199,2
1,21,199,2
1,13,105,2
1,13,135,1
1,21,199,2
1,13,125,1
1,13,60,1
1,13,85,2
2,9,300,2
1,13,75,1
3,76,55,1
1,16,44,1
1,7,55,1
1,13,30,1
1,14,35,1
1,13,70,1
1,13,130,2
1,7,52,1
1,13,75,1
2,29,190,1
2,28,250,2
1,72,100,2
1,21,130,2
2,3,140,1
1,23,75,1
2,5,150,2
2,5,90,2
2,9,295,2
2,9,150,2
1,13,180,2
1,14,135,1
1,22,65,1
2,9,99,1
1,21,149,1
4,91,59,1
2,3,75,1
2,3,75,1
1,7,75,1
2,9,109,2
1,16,225,2
2,5,86,1
3,45,52,1
1,30,100,1
2,24,99,2
2,20,89,1
1,7,135,2
2,12,199,2
1,1,89,2
2,3,110,1
1,22,120,2
1,13,59,1
1,92,49,1
1,21,79,1
2,3,135,2
1,11,185,2
1,13,225,2
2,70,245,2
2,31,115,2
1,13,325,2
1,13,95,1
2,12,120,1
2,9,499,2
1,13,75,1
2,29,109,1
1,13,160,2
2,29,219,2
2,29,159,2
1,4,180,1
2,20,150,2
2,27,106,2
2,2,299,2
2,9,179,2
1,16,165,2
1,23,500,2
2,10,250,2
2,19,87,1
1,13,79,1
2,8,75,1
1,13,200,2
2,3,80,1
1,55,115,2
1,55,115,2
1,55,120,2
2,3,125,1
2,9,387,2
2,8,95,1
2,9,99,2
2,29,121,2
2,8,350,2
2,3,75,1
2,8,95,1
2,3,89,1
2,12,195,1
2,51,160,1
1,82,70,2
2,53,100,1
2,24,140,2
2,20,189,2
1,13,160,1
1,17,178,2
1,16,145,2
1,17,125,2
2,15,265,2
1,25,77,1
2,29,60,1
2,10,129,2
2,20,199,2
1,25,92,1
1,16,185,2
2,2,110,2
1,13,65,1
2,2,135,1
2,29,115,3
2,3,175,1
2,9,3000,1
1,13,72,1
1,17,80,1
1,16,125,2
1,21,120,1
1,13,94,1
1,30,56,1
2,20,549,2
1,21,190,2
1,13,129,1
1,7,85,2
4,93,20,1
2,9,145,2
2,8,200,2
1,17,125,2
1,75,50,2
2,3,160,1
2,3,180,1
2,19,100,1
1,13,70,1
5,94,120,2
4,95,110,1
2,29,105,1
2,2,250,2
2,27,74,1
2,3,165,2
2,31,99,1
2,70,125,2
3,96,75,1
3,97,45,3
1,98,159,2
1,13,45,1
2,8,104,1
2,44,225,2
2,66,100,1
1,21,90,1
3,96,75,1
2,51,350,2
2,3,135,2
2,9,125,1
2,20,225,2
2,3,85,1
2,29,200,2
1,11,250,2
2,24,90,1
1,22,130,2
1,25,90,2
1,34,298,2
2,29,300,2
2,3,125,1
2,5,125,1
2,2,145,1
2,20,147,2
1,13,123,1
1,18,88,2
3,26,215,2
2,28,225,2
2,66,269,2
1,13,145,2
1,22,75,1
2,53,145,2
1,25,229,2
1,39,300,2
2,5,100,1
1,84,75,2
2,66,225,2
1,13,120,1
1,16,160,2
1,16,125,2
1,7,95,2
1,13,119,1
2,2,275,2
2,44,160,2
1,4,500,2
2,20,175,2
1,21,87,2
1,17,160,2
2,20,125,1
1,7,90,2
2,24,200,2
1,7,250,2
2,9,99,1
2,8,325,2
2,8,99,1
2,2,325,2
2,12,129,2
1,16,130,2
1,99,190,2
1,16,55,1
2,31,60,1
2,9,250,2
2,31,275,2
3,26,50,1
1,30,125,2
1,4,150,2
1,72,70,2
1,35,138,2
2,44,265,2
2,29,145,1
2,12,151,2
2,44,208,2
1,13,200,2
2,20,110,1
2,3,58,1
2,3,55,1
1,17,105,2
2,20,350,2
1,25,150,2
1,13,55,1
1,17,299,2
3,45,77,2
2,15,125,2
2,9,395,2
1,7,189,2
5,100,49,1
2,9,90,2
2,27,100,1
1,13,299,2
3,85,75,1
3,85,69,1
1,13,90,1
2,3,94,1
1,18,80,1
5,101,100,2
1,102,39,1
2,9,250,2
1,82,55,1
1,17,110,1
1,1,200,2
1,18,142,2
1,4,70,1
1,21,260,2
2,24,225,2
1,7,59,1
2,3,65,1
2,19,99,2
2,20,239,2
2,19,50,2
2,3,65,1
2,15,139,2
2,12,174,2
2,12,315,2
2,3,75,1
2,20,210,2
1,13,55,1
1,13,229,2
2,29,150,2
2,27,129,2
2,3,100,2
1,13,200,2
2,24,89,1
1,16,250,2
1,7,65,1
1,16,68,2
1,13,235,2
1,7,100,2
2,24,311,2
3,47,39,3
2,12,100,1
2,24,1300,1
2,24,210,2
1,16,55,1
2,103,65,1
1,13,165,2
2,46,89,1
2,80,500,2
1,7,145,2
1,25,110,1
2,9,180,2
1,30,115,2
1,22,82,2
3,26,70,1
1,13,155,2
2,8,117,2
1,82,100,2
2,20,89,2
2,20,89,2
2,20,99,2
2,20,155,2
2,3,85,1
2,61,80,1
2,27,135,2
1,34,150,2
2,15,380,2
1,14,450,2
1,13,145,2
3,40,80,1
1,13,225,2
2,9,99,1
2,24,125,2
2,8,80,2
1,14,100,1
1,7,55,1
2,104,328,2
1,13,142,2
1,4,350,2
1,18,300,2
1,78,105,2
1,35,125,1
1,13,225,2
1,82,92,2
2,20,185,2
1,13,226,2
1,82,50,1
2,5,80,1
1,34,200,1
2,2,99,2
1,17,68,2
1,30,102,1
1,17,220,2
2,9,199,2
2,10,165,2
2,10,150,2
1,35,385,2
1,98,75,1
2,28,499,2
3,105,85,1
1,14,160,2
1,11,249,2
1,35,80,1
1,13,120,1
5,71,35,1
1,84,169,2
2,20,220,2
1,7,85,1
2,9,300,2
2,3,79,1
1,13,90,1
2,9,99,1
2,15,50,3
1,25,46,1
1,11,325,2
4,106,68,1
2,28,198,2
1,7,100,2
1,13,175,2
2,12,130,2
2,53,180,2
1,30,209,2
2,9,150,2
2,24,104,2
2,20,175,2
2,29,80,1
1,22,68,1
2,20,72,1
3,57,107,2
2,20,150,2
5,107,45,1
1,7,49,1
1,23,349,2
2,9,185,2
2,27,145,2
1,13,96,2
1,22,120,2
2,20,160,2
1,33,800,2
1,16,349,2
3,26,350,2
1,30,125,2
1,39,350,2
1,7,150,2
1,22,180,2
2,15,200,2
1,14,99,2
2,15,130,2
1,13,150,2
1,1,90,2
1,13,95,1
3,45,70,2
2,29,82,1
1,7,250,2
2,3,90,2
3,32,75,1
1,4,160,2
2,3,115,1
1,11,150,1
1,13,89,1
3,89,69,2
2,15,170,1
1,11,375,2
2,20,118,2
2,15,135,2
5,83,250,2
1,21,200,2
2,66,150,2
2,5,50,1
1,30,60,1
2,3,100,2
2,51,265,2
2,29,90,1
2,29,175,2
1,82,36,1
2,9,250,2
2,3,220,2
2,9,93,1
1,16,275,2
3,57,109,1
1,13,450,2
2,53,165,2
1,25,80,2
2,53,295,1
1,13,280,2
2,66,300,2
2,20,99,2
1,7,175,2
2,15,225,2
2,15,230,2
1,30,90,1
2,9,102,2
1,22,59,1
2,20,195,2
3,57,150,2
2,31,170,2
2,8,217,2
2,3,185,2
2,54,58,1
1,13,189,2
2,20,88,2
2,8,195,2
3,45,110,2
1,82,120,2
2,53,79,1
2,29,110,2
1,4,200,1
1,25,69,1
3,38,55,1
1,33,135,2
2,44,500,2
1,23,90,2
1,4,135,2
1,21,199,1
2,20,90,2
2,29,160,2
1,18,65,1
2,9,210,2
2,15,399,2
2,24,300,2
1,16,185,2
2,3,220,2
1,30,121,2
2,19,120,2
1,17,152,1
